duration,src_bytes,dst_bytes,failed_logins,login_attempts,num_connections,same_srv_rate,diff_srv_rate,dst_host_count,packet_rate,label
30.48,48880,93305,0,3,18,0.72,0.15,9,191.92,0
175.53,1987,50454,0,1,32,0.87,0.11,3,146.0,0
197.54,34255,68983,0,2,12,0.73,0.28,5,267.9,0
1.654,369,160,0,0,349,0.46,0.65,35,2109.3,1
195.49,21092,67457,0,1,7,0.75,0.29,9,271.27,0
0.992,65,38,0,0,853,0.08,0.73,233,1848.59,1
284.67,19531,51188,0,3,27,0.97,0.14,3,363.56,0
125.85,21806,39301,0,1,16,0.75,0.14,2,389.73,0
25.23,21554,78242,0,2,28,0.99,0.23,6,104.01,0
239.27,3078,53675,0,3,27,0.83,0.02,3,272.02,0
6.21,860,370,14,45,57,0.99,0.07,1,426.18,1
263.4,36230,83959,0,3,12,0.93,0.04,9,456.25,0
229.32,42559,95442,0,3,8,0.94,0.27,9,63.88,0
245.86,22212,66070,0,2,11,0.78,0.01,6,227.66,0
5.76,404,362,16,20,38,0.92,0.07,3,204.12,1
286.23,4617,61060,0,2,50,0.95,0.1,9,233.81,0
261.8,10510,68983,0,1,46,0.86,0.0,2,268.2,0
0.35,269,198,43,37,160,0.96,0.02,2,1430.3,1
77.49,37590,65881,0,2,46,0.77,0.28,5,486.83,0
225.38,2446,91231,0,3,29,0.73,0.28,4,448.65,0
0.633,60,47,0,0,806,0.28,0.82,116,2711.3,1
179.77,22818,6005,0,1,44,0.79,0.14,1,376.82,0
1.489,493,162,0,0,355,0.28,0.91,33,2598.44,1
210.41,11159,6625,0,2,40,0.83,0.08,2,479.44,0
139.71,36649,22580,0,2,21,0.92,0.3,1,364.87,0
3.96,144,182,38,67,489,0.98,0.07,2,1448.96,1
0.417,92,48,0,0,687,0.2,0.8,137,2879.19,1
5.4,455,155,6,48,165,0.94,0.09,5,332.78,1
284.78,21135,94819,0,3,43,0.77,0.07,1,340.05,0
31.53,12042,95273,0,1,41,0.71,0.16,6,378.47,0
129.91,25597,3241,0,2,14,0.79,0.24,8,357.42,0
152.34,38612,89880,0,2,39,0.96,0.21,8,74.27,0
79.88,48029,73781,0,2,48,0.86,0.06,1,266.14,0
83.51,41298,73179,0,1,4,0.76,0.02,6,27.99,0
6.62,943,559,11,17,124,0.97,0.02,3,130.31,1
201.95,36062,61284,0,1,29,0.99,0.14,9,128.04,0
147.26,40713,74451,0,1,6,0.83,0.01,7,289.93,0
66.15,18316,63028,0,3,12,0.98,0.27,1,176.41,0
285.42,45437,95734,0,1,43,0.95,0.13,10,361.21,0
167.94,7049,1014,0,1,19,0.86,0.2,9,189.5,0
8.98,243,911,19,14,78,0.96,0.05,5,301.24,1
194.07,6581,87522,0,2,47,0.84,0.05,1,354.91,0
6.57,859,447,3,28,29,0.94,0.01,1,358.11,1
220.25,46031,42000,0,1,27,0.8,0.25,8,295.02,0
13.67,27379,92424,0,2,21,0.88,0.14,8,315.67,0
8.19,1073,517,28,42,132,0.9,0.08,4,441.86,1
0.013,55,2,0,0,737,0.22,0.8,243,2800.14,1
67.28,19098,33049,0,2,46,0.81,0.26,3,484.38,0
0.906,170,156,0,0,97,0.28,0.63,23,575.04,1
2.18,284,160,32,98,254,0.95,0.07,1,1217.82,1
7.77,1419,164,28,41,190,0.96,0.08,3,398.97,1
123.14,1913,73357,0,1,50,0.83,0.23,10,454.36,0
293.34,21248,6551,0,1,26,0.86,0.13,6,317.61,0
75.44,33986,83909,0,2,4,0.7,0.27,9,17.36,0
218.64,42789,68688,0,2,29,0.94,0.1,6,315.5,0
1.248,144,166,0,0,326,0.19,0.61,38,850.45,1
9.49,1753,660,6,33,131,0.95,0.04,2,173.92,1
127.16,29243,55885,0,3,10,0.96,0.2,4,491.69,0
57.6,44278,25928,0,2,26,0.81,0.24,3,263.77,0
0.9,444,138,32,32,207,0.94,0.1,3,1509.98,1
4.9,156,198,6,90,254,0.97,0.09,2,1012.02,1
4.47,300,247,28,47,170,0.93,0.05,2,1596.08,1
0.404,55,20,0,0,564,0.01,0.84,164,1623.22,1
94.07,4497,80087,0,3,46,0.76,0.09,6,250.8,0
1.031,229,100,0,0,198,0.17,0.75,41,1042.92,1
0.458,68,21,0,0,260,0.21,0.99,225,980.84,1
3.05,464,250,12,85,411,0.91,0.07,2,1941.24,1
130.38,47542,98854,0,3,46,0.77,0.17,3,117.57,0
3.72,1194,398,7,22,173,0.98,0.01,4,275.53,1
45.0,517,17104,0,2,33,1.0,0.21,6,151.08,0
159.23,8701,1103,0,2,19,0.74,0.21,6,478.69,0
67.35,4755,89725,0,1,42,0.75,0.18,7,344.49,0
1.171,200,100,0,0,374,0.35,0.96,58,1964.47,1
102.14,10289,28321,0,2,7,0.73,0.03,6,305.83,0
0.062,193,93,0,0,429,0.25,0.58,74,1658.48,1
5.24,554,205,29,36,93,0.91,0.0,2,253.64,1
0.013,91,27,0,0,607,0.28,1.0,195,3071.45,1
96.65,21526,15403,0,1,30,0.99,0.2,3,281.23,0
8.22,859,407,17,14,32,0.98,0.01,3,431.64,1
239.82,28736,52531,0,3,29,0.97,0.12,3,253.14,0
296.08,3395,42453,0,1,8,0.88,0.0,1,133.72,0
3.14,11809,86563,0,3,41,0.88,0.01,6,496.93,0
234.97,14685,29038,0,1,28,0.78,0.18,9,22.02,0
83.71,33701,33914,0,2,49,0.79,0.02,5,12.09,0
6.22,360,182,10,43,59,0.95,0.02,4,310.92,1
0.42,119,270,30,39,158,0.85,0.06,1,1968.29,1
234.49,43774,8976,0,3,37,0.92,0.2,6,78.56,0
119.01,21989,79221,0,3,23,0.77,0.02,7,88.53,0
257.45,49165,77826,0,2,17,0.89,0.1,10,83.62,0
49.75,28783,5826,0,2,24,0.9,0.07,8,309.19,0
0.158,57,20,0,0,715,0.22,0.83,109,3073.51,1
0.632,50,38,0,0,338,0.06,0.81,224,2691.47,1
58.83,1497,78795,0,1,16,0.81,0.29,6,139.72,0
2.82,428,97,8,43,420,0.81,0.03,2,410.94,1
83.01,37491,55187,0,1,16,0.89,0.07,7,25.25,0
1.53,301,115,10,90,130,0.89,0.09,3,1881.85,1
267.93,26725,19015,0,2,15,0.85,0.18,8,44.18,0
0.189,262,190,0,0,67,0.18,0.92,67,1666.88,1
0.666,67,3,0,0,658,0.21,0.82,227,2381.55,1
234.54,1602,32738,0,2,17,0.88,0.13,8,47.54,0
146.67,42537,83342,0,2,48,0.73,0.07,9,478.53,0
1.86,380,234,6,91,255,0.99,0.04,1,452.45,1
4.38,1008,323,22,35,40,0.98,0.0,1,112.76,1
0.495,379,5,0,0,200,0.37,0.89,87,997.97,1
210.54,9242,67002,0,3,1,0.96,0.23,7,100.86,0
125.05,15705,953,0,2,31,0.91,0.11,5,104.82,0
6.06,896,191,6,39,161,0.96,0.01,4,492.88,1
0.363,28,11,0,0,991,0.3,0.72,183,3946.83,1
0.823,438,164,0,0,367,0.37,0.93,71,663.77,1
9.02,1552,760,8,43,119,0.93,0.05,3,263.35,1
0.581,111,162,0,0,324,0.3,0.64,22,1084.97,1
6.22,1072,618,11,38,196,0.92,0.08,2,493.62,1
78.44,20649,86595,0,1,8,0.74,0.04,10,342.97,0
76.78,2214,86699,0,3,6,0.89,0.17,6,50.72,0
56.31,39889,65352,0,1,49,0.85,0.05,4,196.76,0
132.7,14105,67100,0,2,48,0.75,0.03,9,335.29,0
6.15,863,922,18,10,168,0.93,0.07,4,73.23,1
20.94,20750,19691,0,2,42,0.87,0.07,4,248.87,0
1.058,354,153,0,0,444,0.21,0.72,47,393.78,1
0.563,48,19,0,0,693,0.28,0.93,244,595.81,1
170.02,38286,99502,0,1,7,0.87,0.03,5,435.06,0
140.67,31747,6156,0,3,37,0.7,0.13,8,223.39,0
152.67,30046,2216,0,1,25,0.94,0.12,2,183.79,0
6.29,689,997,7,35,197,0.93,0.02,3,204.28,1
171.9,24509,66643,0,2,10,0.97,0.21,4,204.97,0
169.73,19848,19180,0,1,16,0.79,0.08,4,160.72,0
293.77,42618,68608,0,2,11,0.78,0.06,2,313.8,0
4.58,106,119,7,55,462,0.89,0.08,1,356.06,1
0.184,210,93,0,0,197,0.39,0.59,81,1271.35,1
243.35,28895,49058,0,3,42,0.72,0.1,8,349.43,0
174.86,37564,9271,0,1,38,0.99,0.26,7,181.95,0
3.37,232,65,25,34,195,0.9,0.05,2,251.11,1
0.063,340,170,0,0,136,0.26,0.92,94,2549.49,1
6.87,414,598,14,43,69,0.91,0.02,1,446.03,1
198.82,41282,84757,0,2,24,0.85,0.25,4,303.66,0
198.25,31163,20589,0,3,15,0.74,0.12,9,154.54,0
104.7,49975,75083,0,2,50,0.84,0.21,5,386.86,0
279.16,4555,94095,0,2,16,0.98,0.19,8,252.38,0
12.14,5133,1520,0,3,49,0.75,0.27,3,63.28,0
1.99,977,299,5,24,37,0.98,0.09,2,176.56,1
202.35,41914,93588,0,2,31,0.94,0.22,8,34.02,0
0.177,142,186,0,0,143,0.47,0.53,52,2400.39,1
4.45,1597,647,28,21,155,0.91,0.07,1,370.84,1
298.92,13831,41944,0,1,5,0.83,0.21,10,492.34,0
283.51,25598,22078,0,3,11,0.82,0.18,4,178.23,0
271.31,23417,44632,0,3,2,0.83,0.04,8,169.67,0
1.472,469,18,0,0,119,0.16,0.98,84,989.82,1
134.77,11381,80178,0,2,18,0.79,0.18,1,106.17,0
0.933,73,42,0,0,646,0.2,0.91,192,1819.67,1
0.883,401,174,0,0,352,0.28,0.83,12,959.08,1
0.784,61,42,0,0,561,0.01,0.83,95,2058.25,1
222.62,43921,23904,0,2,8,0.94,0.01,4,159.97,0
5.57,1094,900,23,43,149,0.95,0.04,3,390.49,1
139.47,40098,87680,0,2,22,0.71,0.26,3,248.9,0
0.251,495,30,0,0,407,0.24,0.83,15,284.93,1
212.68,49279,44621,0,1,31,0.86,0.24,10,430.46,0
18.72,30596,3799,0,3,27,0.8,0.08,1,434.53,0
8.83,656,443,7,10,147,0.96,0.07,1,103.01,1
9.98,1038,116,18,15,178,0.93,0.0,2,276.73,1
100.68,11946,43903,0,3,28,0.75,0.14,3,194.73,0
2.27,498,151,10,80,340,0.82,0.06,1,284.04,1
240.41,3671,5478,0,1,18,0.73,0.16,3,394.1,0
3.09,1714,308,8,25,42,0.9,0.09,1,124.49,1
225.89,45847,80381,0,3,37,0.94,0.24,2,314.02,0
2.44,1322,145,24,20,58,0.97,0.02,2,228.61,1
96.43,5347,43081,0,3,19,0.79,0.18,7,91.66,0
273.48,41125,89065,0,2,36,0.85,0.29,7,395.04,0
1.96,1728,927,25,8,165,0.99,0.04,2,161.7,1
4.18,56,132,18,47,134,0.91,0.0,2,1447.75,1
68.38,23837,43748,0,1,44,0.99,0.08,10,376.35,0
214.97,32216,80456,0,3,28,0.93,0.06,7,169.86,0
196.6,19061,12160,0,1,9,0.95,0.14,5,165.39,0
0.17,32,49,0,0,437,0.08,0.91,155,1274.7,1
225.81,45353,70564,0,2,21,0.88,0.17,1,461.85,0
109.28,33186,38929,0,1,12,0.83,0.22,8,86.47,0
3.02,17358,32639,0,2,6,0.82,0.22,6,47.25,0
1.881,188,69,0,0,302,0.12,0.51,31,1837.79,1
0.018,364,74,0,0,247,0.37,0.84,48,293.93,1
4.6,1623,794,15,27,62,0.95,0.09,1,64.2,1
50.16,7005,58465,0,2,37,0.71,0.09,9,432.11,0
50.95,32627,45924,0,1,15,0.83,0.23,3,483.34,0
0.015,30,45,0,0,347,0.2,0.84,119,3718.31,1
4.98,103,153,28,65,55,0.9,0.1,3,1605.19,1
224.15,20989,81746,0,1,39,0.81,0.06,6,193.24,0
6.18,1834,239,30,28,138,0.96,0.08,5,455.12,1
0.567,98,26,0,0,574,0.01,1.0,226,2006.48,1
178.73,38427,45456,0,1,50,0.94,0.17,9,329.66,0
297.96,20711,63177,0,3,45,0.74,0.14,5,421.48,0
193.0,20670,41173,0,3,49,0.86,0.09,5,448.04,0
2.45,543,865,16,30,124,0.98,0.05,1,278.66,1
0.226,80,40,0,0,453,0.19,0.78,52,3232.42,1
143.7,13908,77536,0,1,42,0.95,0.01,1,72.66,0
0.88,47,21,0,0,539,0.09,1.0,199,1547.25,1
0.555,68,28,0,0,807,0.04,0.72,143,2038.68,1
80.74,12963,1493,0,1,17,0.86,0.23,8,114.4,0
242.1,39870,42099,0,2,38,0.71,0.26,1,176.58,0
173.04,11970,97987,0,1,50,0.99,0.3,10,65.67,0
139.91,1003,30368,0,1,11,0.8,0.23,5,333.21,0
165.03,6225,511,0,2,2,0.95,0.26,5,456.92,0
89.1,28639,38664,0,3,44,0.78,0.1,6,286.27,0
213.45,38005,49887,0,3,27,0.79,0.11,4,67.34,0
0.41,407,44,0,0,307,0.46,0.54,63,719.77,1
0.217,167,26,0,0,442,0.38,0.93,90,645.17,1
2.99,981,96634,0,2,40,0.72,0.17,8,319.19,0
136.66,38043,47310,0,1,6,0.93,0.1,7,411.93,0
152.22,3601,99988,0,2,32,0.71,0.22,10,283.61,0
3.55,255,229,20,95,361,0.81,0.0,1,593.71,1
249.15,47189,55121,0,2,26,0.89,0.25,8,432.88,0
222.71,10226,54479,0,3,7,0.95,0.18,5,26.03,0
122.61,45278,77932,0,2,19,0.71,0.09,5,354.46,0
2.26,762,210,8,37,119,0.99,0.07,2,482.31,1
278.73,43899,87522,0,3,34,0.84,0.25,8,394.6,0
240.37,16055,92503,0,2,20,0.86,0.11,2,341.98,0
224.43,34807,48490,0,2,19,0.93,0.14,8,24.49,0
195.24,3002,30674,0,1,23,0.97,0.18,3,172.74,0
35.98,14814,99999,0,3,3,0.87,0.02,8,469.23,0
154.52,40373,95471,0,2,28,0.71,0.08,2,435.27,0
45.79,44207,70952,0,3,47,0.99,0.1,3,235.93,0
20.12,41803,73389,0,1,23,0.89,0.28,5,149.25,0
1.404,424,123,0,0,101,0.21,0.73,85,810.11,1
3.8,743,682,29,25,40,0.97,0.06,5,104.23,1
2.85,299,134,29,75,416,0.96,0.02,3,330.91,1
293.06,41899,13354,0,2,33,0.99,0.02,5,217.04,0
9.73,220,465,27,50,75,0.91,0.02,4,390.5,1
155.01,35028,59338,0,3,38,0.83,0.06,5,463.02,0
0.39,226,279,18,94,346,0.84,0.07,3,573.23,1
0.34,30824,99063,0,1,15,0.72,0.28,5,195.21,0
0.41,57,259,21,27,73,0.94,0.02,1,700.46,1
3.19,216,108,37,93,77,0.97,0.08,1,281.55,1
0.488,44,3,0,0,900,0.27,0.87,50,3078.03,1
9.24,1434,792,5,13,99,0.91,0.08,2,80.04,1
297.46,2142,9088,0,1,19,0.94,0.26,2,481.92,0
168.59,43466,43378,0,3,20,0.75,0.28,5,136.73,0
122.09,46494,56743,0,1,48,0.94,0.1,5,68.64,0
230.04,33455,80802,0,1,44,1.0,0.24,3,250.36,0
7.84,1204,331,28,14,144,0.91,0.04,3,204.45,1
1.1,180,96,50,83,58,0.8,0.03,3,415.29,1
1.823,471,172,0,0,257,0.15,0.52,53,840.59,1
96.95,49642,83242,0,3,26,0.71,0.23,8,21.52,0
159.56,3039,22839,0,3,42,0.99,0.07,5,41.59,0
2.56,1695,297,26,49,111,0.99,0.08,5,329.09,1
1.411,488,197,0,0,467,0.14,0.88,18,824.7,1
56.58,7195,92671,0,3,15,0.71,0.08,7,344.87,0
79.62,9949,3052,0,2,27,0.84,0.02,10,228.12,0
108.57,49724,19577,0,2,43,0.76,0.05,10,322.6,0
266.22,1801,37361,0,3,44,0.74,0.11,2,420.12,0
287.1,1142,46003,0,1,9,0.91,0.24,9,362.04,0
8.63,1178,867,3,37,26,0.97,0.0,2,257.6,1
1.999,174,100,0,0,400,0.11,0.69,62,2731.0,1
223.34,1304,45553,0,3,23,0.81,0.09,9,145.18,0
181.19,38882,96957,0,1,43,0.83,0.24,5,393.44,0
272.47,33003,48966,0,2,46,0.8,0.16,6,64.72,0
189.96,21544,46783,0,3,31,0.87,0.24,6,247.5,0
279.62,47165,17772,0,2,50,0.98,0.13,8,399.35,0
1.31,99,204,44,59,216,0.91,0.03,1,1419.62,1
5.82,40625,6103,0,1,45,0.89,0.0,1,453.28,0
9.9,1459,992,9,49,155,0.94,0.09,3,201.32,1
0.956,40,6,0,0,100,0.16,0.97,98,4854.48,1
148.03,5792,18033,0,2,47,0.9,0.29,2,374.7,0
2.41,1058,673,25,10,198,0.93,0.07,4,179.36,1
72.11,7967,59906,0,1,41,0.93,0.05,7,105.36,0
0.426,31,42,0,0,562,0.01,0.95,220,2212.85,1
29.74,43241,67796,0,2,48,0.82,0.02,2,128.2,0
0.846,46,15,0,0,610,0.18,0.7,149,731.44,1
7.21,831,184,5,25,129,0.94,0.05,1,461.1,1
1.85,825,545,29,38,126,0.92,0.09,5,249.76,1
3.55,72,174,31,63,209,0.91,0.05,1,529.11,1
181.65,14118,21873,0,3,18,0.91,0.25,9,226.41,0
101.77,16791,20912,0,2,5,0.88,0.26,4,417.28,0
0.413,36,7,0,0,402,0.08,0.76,171,978.81,1
6.31,1671,148,9,13,61,0.91,0.08,5,370.81,1
126.32,47890,71891,0,3,21,0.84,0.01,1,324.27,0
2.11,210,134,33,84,110,0.96,0.0,3,680.9,1
195.65,44333,3811,0,2,22,0.91,0.29,9,314.6,0
37.38,49452,36062,0,2,45,0.82,0.24,7,237.71,0
2.12,132,100,39,60,267,0.87,0.04,2,1002.13,1
4.9,365,268,15,30,421,0.94,0.03,1,890.26,1
4.74,335,78,41,52,93,0.89,0.08,1,956.8,1
28.27,45237,117,0,1,28,0.89,0.07,3,262.97,0
0.915,71,1,0,0,782,0.06,0.76,124,1294.29,1
267.43,716,56810,0,1,32,0.76,0.24,6,209.13,0
1.304,191,118,0,0,315,0.25,0.88,92,1224.56,1
151.86,43564,51212,0,2,16,0.92,0.02,8,374.66,0
214.58,26074,57842,0,2,33,0.79,0.27,7,179.22,0
289.33,19235,71886,0,3,24,0.91,0.01,3,251.29,0
9.16,47152,91254,0,3,35,0.91,0.2,2,340.54,0
4.22,345,119,29,25,298,0.85,0.09,2,1364.53,1
112.67,45437,88014,0,3,6,0.93,0.26,7,144.86,0
1.57,89,199,41,46,446,0.81,0.01,1,893.78,1
74.66,35006,16569,0,3,31,0.79,0.19,6,181.29,0
0.546,46,11,0,0,383,0.04,0.93,179,1773.13,1
0.917,97,35,0,0,779,0.19,0.97,166,1443.82,1
134.54,21134,27643,0,3,20,0.94,0.27,2,59.37,0
8.54,1388,111,8,25,42,0.9,0.08,2,126.22,1
0.485,199,61,0,0,239,0.48,0.54,32,246.44,1
171.68,41644,36015,0,2,47,0.94,0.05,5,409.6,0
138.13,43264,87921,0,3,26,0.75,0.19,10,463.85,0
4.18,272,287,29,64,313,0.86,0.0,2,1339.4,1
0.7,233,215,21,64,382,0.9,0.04,3,883.33,1
63.83,29680,88664,0,3,25,0.71,0.24,3,469.87,0
137.18,6441,89779,0,2,12,0.89,0.03,3,154.81,0
1.406,180,159,0,0,115,0.26,0.79,39,1285.63,1
61.31,41584,55895,0,3,48,0.75,0.03,5,149.34,0
1.54,902,411,7,12,48,0.98,0.07,5,329.3,1
275.12,2340,12293,0,3,46,0.97,0.17,7,462.03,0
53.88,13408,44691,0,1,22,0.95,0.12,1,10.34,0
108.42,47333,4278,0,3,12,0.86,0.12,3,369.08,0
196.31,6154,25619,0,1,50,0.92,0.11,9,214.73,0
1.98,352,835,4,40,51,0.91,0.1,1,147.6,1
146.76,26077,73840,0,3,13,0.74,0.07,1,25.95,0
202.91,30653,82425,0,1,41,1.0,0.26,6,485.02,0
147.54,45725,89864,0,1,15,0.74,0.29,8,389.28,0
54.09,26671,78658,0,3,41,0.71,0.22,5,474.15,0
0.85,203,258,37,63,100,0.97,0.01,2,1619.56,1
0.2,344,89,0,0,192,0.28,0.67,38,2004.99,1
0.031,297,19,0,0,59,0.36,0.52,86,477.36,1
219.89,22561,31852,0,1,35,0.72,0.28,4,402.71,0
282.72,24399,52222,0,2,42,0.85,0.09,7,11.24,0
193.13,18215,29950,0,1,8,0.72,0.01,4,173.54,0
0.078,35,32,0,0,582,0.0,0.71,51,680.4,1
1.895,434,54,0,0,270,0.12,0.7,10,778.33,1
116.3,31154,18124,0,1,13,0.77,0.12,1,463.46,0
4.46,246,256,33,89,375,0.82,0.0,2,1974.56,1
0.776,62,48,0,0,902,0.14,0.87,184,3704.75,1
246.9,47465,54803,0,3,24,0.93,0.1,4,248.06,0
1.945,309,165,0,0,461,0.41,0.58,26,923.86,1
219.58,48452,68960,0,1,26,0.87,0.09,8,364.3,0
121.38,29735,72969,0,3,36,0.77,0.14,3,69.51,0
8.06,1650,594,8,22,109,0.94,0.01,3,84.68,1
8.94,306,509,24,5,185,0.98,0.02,4,269.38,1
12.73,3747,73398,0,1,10,0.85,0.2,8,376.81,0
1.675,499,50,0,0,153,0.17,0.8,60,2757.93,1
87.4,9591,27594,0,1,48,0.76,0.2,6,365.72,0
0.95,747,498,7,6,73,0.94,0.09,3,263.99,1
4.87,372,96,13,42,302,0.88,0.1,3,904.85,1
276.61,7015,57296,0,2,9,0.76,0.17,7,332.91,0
14.94,31867,38287,0,3,3,0.94,0.28,10,84.01,0
91.66,2352,21433,0,3,34,0.99,0.02,9,325.92,0
181.98,45256,37284,0,1,26,0.96,0.2,8,407.03,0
21.06,23702,53785,0,3,26,0.74,0.04,4,435.23,0
23.9,43384,64089,0,2,19,0.76,0.17,2,333.56,0
0.597,72,37,0,0,553,0.12,0.92,85,1387.9,1
216.28,39482,84625,0,1,37,0.92,0.26,4,178.55,0
1.949,443,41,0,0,115,0.17,0.91,48,1832.71,1
155.62,33429,78641,0,3,22,0.7,0.14,3,15.06,0
1.04,475,263,11,41,295,0.8,0.05,2,1167.53,1
103.5,5859,72599,0,1,29,0.86,0.27,8,226.85,0
147.55,6992,52052,0,2,34,0.9,0.03,3,203.46,0
5.62,1206,755,16,11,54,0.98,0.05,4,488.84,1
3.54,351,276,20,75,500,0.93,0.06,2,1735.17,1
8.59,1998,182,22,28,145,0.96,0.06,3,304.34,1
0.277,393,99,0,0,431,0.35,0.87,67,2835.79,1
5.01,1612,917,10,31,93,0.98,0.02,2,272.95,1
224.97,45628,48474,0,2,32,0.8,0.0,2,368.16,0
202.77,1802,59616,0,3,22,0.88,0.03,1,301.64,0
234.72,10681,60378,0,2,12,0.88,0.06,7,223.14,0
222.97,49803,36948,0,3,46,0.81,0.03,10,316.37,0
0.039,358,115,0,0,457,0.3,0.92,44,850.18,1
0.433,20,9,0,0,954,0.11,0.86,59,3526.58,1
1.504,333,50,0,0,285,0.36,0.63,66,2045.04,1
3.28,158,193,18,61,199,0.9,0.09,2,789.36,1
24.31,14443,4312,0,2,23,0.77,0.2,7,217.06,0
0.324,50,15,0,0,134,0.0,0.85,84,2570.96,1
0.52,85,84,43,45,177,0.96,0.02,1,1977.92,1
0.507,25,29,0,0,425,0.01,0.94,184,1098.98,1
189.54,8956,2764,0,1,36,0.92,0.04,1,57.73,0
0.755,40,18,0,0,724,0.16,0.79,199,2197.09,1
5.67,812,136,7,11,51,0.9,0.03,5,283.8,1
7.74,1912,816,10,50,32,0.94,0.0,5,418.4,1
7.21,1048,536,11,7,63,0.96,0.0,5,61.76,1
179.0,4611,30222,0,2,25,0.74,0.0,9,431.2,0
144.96,1531,28470,0,2,36,0.87,0.29,1,23.87,0
95.51,10483,57431,0,1,7,0.91,0.04,2,319.41,0
4.91,303,174,43,65,263,0.81,0.03,3,1701.09,1
40.39,5606,38772,0,2,34,0.81,0.18,8,261.01,0
297.84,4582,62223,0,1,30,0.78,0.07,1,491.79,0
1.265,496,10,0,0,459,0.26,0.7,81,2148.01,1
26.0,43782,97916,0,2,2,0.8,0.18,9,385.19,0
208.68,2059,87075,0,2,49,1.0,0.11,10,172.62,0
0.491,95,11,0,0,923,0.28,0.82,142,3746.47,1
4.21,1560,937,4,15,157,0.96,0.09,2,286.1,1
288.83,44518,73529,0,3,12,0.91,0.29,8,336.45,0
4.69,694,416,29,43,164,0.94,0.02,3,211.73,1
68.47,30074,43736,0,2,11,0.87,0.14,1,69.7,0
0.958,106,198,0,0,438,0.43,0.93,71,1741.83,1
199.64,46169,4601,0,3,21,0.79,0.3,2,143.99,0
0.977,77,2,0,0,320,0.12,0.78,112,4091.99,1
63.19,26869,66364,0,1,44,0.92,0.27,1,269.39,0
0.107,36,17,0,0,110,0.14,0.93,146,2447.18,1
9.88,10378,73372,0,2,8,0.88,0.12,2,191.1,0
132.07,49685,23978,0,2,1,0.8,0.29,8,252.94,0
299.84,37929,48292,0,3,5,0.74,0.17,4,449.81,0
297.49,21887,62759,0,3,19,0.75,0.24,9,270.42,0
3.59,341,89,38,31,254,0.96,0.07,1,291.16,1
0.561,74,11,0,0,288,0.11,0.99,180,4308.21,1
210.63,18649,80030,0,2,25,0.86,0.22,10,220.36,0
206.7,11537,67390,0,2,36,0.91,0.1,4,131.58,0
7.72,1062,841,12,8,27,0.93,0.05,5,212.02,1
120.58,25113,57852,0,3,15,0.98,0.11,8,111.66,0
1.04,375,128,35,59,406,0.99,0.05,1,1459.13,1
0.287,24,39,0,0,977,0.06,0.8,113,4693.86,1
1.991,169,93,0,0,261,0.18,0.89,18,1417.12,1
86.59,9006,32535,0,1,17,0.98,0.21,6,57.48,0
6.52,1853,744,28,10,171,0.93,0.08,1,90.4,1
222.15,35316,23153,0,1,2,0.85,0.03,4,363.49,0
0.31,79,10,0,0,184,0.24,0.93,154,4340.55,1
9.58,403,923,3,7,93,0.94,0.05,4,209.15,1
5.38,1642,380,29,15,171,0.95,0.07,4,76.77,1
9.13,1401,169,14,48,183,0.99,0.06,2,335.91,1
3.21,225,236,44,57,53,0.92,0.09,3,1943.23,1
286.83,19361,80502,0,3,6,0.8,0.07,1,130.49,0
184.37,6222,65973,0,3,11,0.88,0.17,3,332.78,0
82.93,28300,96392,0,3,8,0.9,0.26,7,49.72,0
9.44,1259,492,29,14,66,0.92,0.01,3,413.07,1
102.56,36824,17125,0,3,47,1.0,0.25,8,480.3,0
83.55,40435,41304,0,1,23,0.79,0.04,5,248.45,0
8.46,432,189,28,36,100,0.94,0.02,3,419.47,1
277.98,37871,48199,0,1,3,0.87,0.21,2,294.33,0
185.82,834,36044,0,1,20,0.83,0.22,3,57.64,0
0.082,41,1,0,0,203,0.07,0.95,218,4053.83,1
0.535,361,151,0,0,311,0.19,0.94,76,2329.98,1
219.94,27383,86805,0,2,26,0.75,0.29,8,131.97,0
280.08,15039,68661,0,3,18,0.76,0.2,9,311.08,0
1.918,171,139,0,0,209,0.42,0.9,43,935.99,1
4.85,391,252,7,45,146,0.97,0.03,1,1501.84,1
0.283,50,10,0,0,551,0.03,0.95,92,3066.71,1
118.11,23446,69406,0,3,39,0.82,0.1,6,317.72,0
0.467,64,39,0,0,957,0.29,0.7,93,1824.8,1
204.86,22256,740,0,3,22,0.87,0.03,6,31.12,0
1.22,799,509,21,8,102,0.96,0.01,2,266.57,1
13.94,34216,86474,0,3,20,0.71,0.23,4,167.23,0
1.483,386,195,0,0,121,0.29,0.85,44,787.79,1
0.91,308,442,29,37,45,0.98,0.1,2,240.11,1
49.53,13151,68459,0,3,22,0.87,0.08,1,52.14,0
138.31,28445,88818,0,3,43,0.88,0.1,10,36.67,0
4.19,549,826,13,11,175,0.92,0.03,2,408.64,1
147.62,45178,84613,0,1,2,0.74,0.08,2,303.46,0
3.41,448,168,35,26,97,0.82,0.04,3,868.87,1
0.64,60,17,0,0,931,0.06,0.7,138,603.11,1
273.5,18736,17278,0,2,3,0.97,0.28,1,175.32,0
1.512,315,77,0,0,457,0.36,0.5,49,2130.85,1
0.797,495,161,0,0,384,0.42,0.67,25,776.28,1
7.21,1257,708,8,19,33,0.95,0.02,2,314.66,1
4.02,52,283,46,50,142,0.96,0.01,3,1382.09,1
